"","Dec_time","Dec_ZT_time","Condition","binned_mean","binned_sem"
"2941",60,1020,"5 Male",0.1895238095,0
"2971",90,1050,"5 Male",0.140952381,0
"3001",120,1080,"5 Male",0.159047619,0
"3031",150,1110,"5 Male",0.3076190476,0
"3061",180,1140,"5 Male",0.0885714286,0
"3091",210,1170,"5 Male",0.2047619048,0
"3121",240,1200,"5 Male",0.2247619048,0
"3151",270,1230,"5 Male",0.1123809524,0
"3181",300,1260,"5 Male",0.1076190476,0
"3211",330,1290,"5 Male",0.2057142857,0
"3241",360,1320,"5 Male",0.4161904762,0
"3271",390,1350,"5 Male",0.4580952381,0
"3301",420,1380,"5 Male",0.4885714286,0
"3331",450,1410,"5 Male",0.4942857143,0
"3361",480,0,"5 Male",1.0057142857,0
"3391",510,30,"5 Male",0.7342857143,0
"3421",540,60,"5 Male",0.4714285714,0
"3451",570,90,"5 Male",0.2476190476,0
"3481",600,120,"5 Male",0.2838095238,0
"3511",630,150,"5 Male",0.2552380952,0
"3541",660,180,"5 Male",0.1676190476,0
"3571",690,210,"5 Male",0.2304761905,0
"3601",720,240,"5 Male",0.2819047619,0
"3631",750,270,"5 Male",0.1695238095,0
"3661",780,300,"5 Male",0.119047619,0
"3691",810,330,"5 Male",0.159047619,0
"3721",840,360,"5 Male",0.240952381,0
"3751",870,390,"5 Male",0.3466666667,0
"3781",900,420,"5 Male",0.2047619048,0
"3811",930,450,"5 Male",0.1780952381,0
"3841",960,480,"5 Male",0.4361904762,0
"3871",990,510,"5 Male",0.500952381,0
"3901",1020,540,"5 Male",0.5123809524,0
"3931",1050,570,"5 Male",0.539047619,0
"3961",1080,600,"5 Male",0.7838095238,0
"3991",1110,630,"5 Male",1.0695238095,0
"4021",1140,660,"5 Male",1.0695238095,0
"4051",1170,690,"5 Male",1.2847619048,0
"4081",1200,720,"5 Male",1.5504761905,0
"4111",1230,750,"5 Male",0.699047619,0
"4141",1260,780,"5 Male",0.3666666667,0
"4171",1290,810,"5 Male",0.0942857143,0
"4201",1320,840,"5 Male",0.0342857143,0
"4231",1350,870,"5 Male",0.0419047619,0
"4261",1380,900,"5 Male",0.0076190476,0
"4291",1410,930,"5 Male",0.0352380952,0
"4321",0,960,"5 Female",0.08,0
"4351",30,990,"5 Female",0.0677777778,0
"4381",60,1020,"5 Female",0.1566666667,0
"4411",90,1050,"5 Female",0.0933333333,0
"4441",120,1080,"5 Female",0.0833333333,0
"4471",150,1110,"5 Female",0.2488888889,0
"4501",180,1140,"5 Female",0.1855555556,0
"4531",210,1170,"5 Female",0.1022222222,0
"4561",240,1200,"5 Female",0.1944444444,0
"4591",270,1230,"5 Female",0.1333333333,0
"4621",300,1260,"5 Female",0.0266666667,0
"4651",330,1290,"5 Female",0.1611111111,0
"4681",360,1320,"5 Female",0.2388888889,0
"4711",390,1350,"5 Female",0.1111111111,0
"4741",420,1380,"5 Female",0.17,0
"4771",450,1410,"5 Female",0.3188888889,0
"4801",480,0,"5 Female",0.8011111111,0
"4831",510,30,"5 Female",0.9033333333,0
"4861",540,60,"5 Female",0.6944444444,0
"4891",570,90,"5 Female",0.5255555556,0
"4921",600,120,"5 Female",0.6188888889,0
"4951",630,150,"5 Female",0.3044444444,0
"4981",660,180,"5 Female",0.24,0
"5011",690,210,"5 Female",0.35,0
"5041",720,240,"5 Female",0.3744444444,0
"5071",750,270,"5 Female",0.3266666667,0
"5101",780,300,"5 Female",0.3422222222,0
"5131",810,330,"5 Female",0.2411111111,0
"5161",840,360,"5 Female",0.1644444444,0
"5191",870,390,"5 Female",0.3366666667,0
"5221",900,420,"5 Female",0.32,0
"5251",930,450,"5 Female",0.2411111111,0
"5281",960,480,"5 Female",0.2055555556,0
"5311",990,510,"5 Female",0.2666666667,0
"5341",1020,540,"5 Female",0.4422222222,0
"5371",1050,570,"5 Female",0.7211111111,0
"5401",1080,600,"5 Female",0.5244444444,0
"5431",1110,630,"5 Female",0.6311111111,0
"5461",1140,660,"5 Female",0.69,0
"5491",1170,690,"5 Female",0.8577777778,0
"5521",1200,720,"5 Female",0.6133333333,0
"5551",1230,750,"5 Female",0.1733333333,0
"5581",1260,780,"5 Female",0.02,0
"5611",1290,810,"5 Female",0.0233333333,0
"5641",1320,840,"5 Female",0.0211111111,0
"5671",1350,870,"5 Female",0.01,0
"5701",1380,900,"5 Female",0.01,0
"5731",1410,930,"5 Female",0.0144444444,0
